BIGDAM INTERNACIONAL LTDA.;;;;;;;
Manzana 04 Galpón 28 Zofri;;;;;;;
511374 - 511373;;;;;;;
N.I.T. 77.852.370-1;;;;;;;
LISTA EN STOCK DE MERCADERIA;;;;;;;
;;;;;;;
CODIGO LOCAL;N.PIEZA;DESCRIPCION;ORIGEN;MARCA;UNIDAD;CANTIDAD;P.UNIT.
233205;00-212-1626-L-KO;LENTE GUIÑADOR LATERAL TOY HIACE 84/89 KO;KO;S/M;UNI;45,00;0,70
233202;00-212-1549-R-KO;LENTE GUIÑADOR LATERAL TOY HIACE 90 KO;KO;S/M;UNI;39,00;1,12
226333;00-212-1615-L;LENTE GUIÑADOR PARACHOQUE TOY AE81 84/87;TW;DEPO;UNI;99,00;0,71
226334;00-212-1615-R;LENTE GUIÑADOR PARACHOQUE TOY AE81 84/87;TW;DEPO;UNI;100,00;0,71
226367;00-212-1988-R;LENTE STOP TOY COROLLA 85/87 KE 3 CUERPOS;TW;DEPO;UNI;9,00;4,25
225885;FD07379GA;MASCARA DE PARACHOQUE DEL FORD ECSPORT '13- DARK GRAY;TW;TYG;UNI;2,00;45,00
225879;HLL01-1446;MASCARA HIACE 2005/08 KO;KO;S/M;UNI;25,00;27,60
223544;HLL01-4175;MASCARA INF PARACHOQUE TOY PROBOX SUCCEED 200;KO;S/M;UNI;106,00;8,50
223558;MB07054GA;MASCARA MITSUBISHI LANCER 92/96 MAT-GRIS-OSCURO;TW;TYG;UNI;5,00;7,00
223575;MB07123GA;MASCARA MITSUBISHI MONTERO/PAJERO  03/06 Cromada-Negra;TW;TYG;UNI;4,00;91,30
223468;MB07053GA-TYG;MASCARA MITSUBISHI MONTERO/PAJERO 92/97 TYG;TW;NAK;UNI;5,00;20,50
223559;MB07092GB;MASCARA MITSUBISHI SPORT/NATIVA97/98 NEGRA;TW;TYG;UNI;2,00;36,50
223551;DS07197GA;MASCARA NISSAN ALMERA 98/00 MAT-BLANCA;TW;TYG;UNI;2,00;41,20
223550;DS07186GA;MASCARA NISSAN FRONTIER 720 98/00 PICKUP CROM-PLATA-GRIS;TW;TYG;UNI;4,00;23,50
223505;DS07247GAZ;MASCARA NISSAN MURANO 03/05 CROMADO;TW;TYG;UNI;2,00;49,99
223501;DS07064GA;MASCARA NISSAN PATHFINDER PICKUP 86-87 D21 NEGRA (FXX);TW;TYG;UNI;2,00;28,90
223504;DS07230GA;MASCARA NISSAN PATROL 95/97 CROMADA GRIS;TW;TYG;UNI;10,00;60,05
223546;DS07050GA;MASCARA NISSAN SUNNY/ B11 84/85 ARG;TW;TYG;UNI;2,00;8,50
223584;DS07279GA;MASCARA NISSAN URVAN 05/07  Mat-Osc. Gris;TW;TYG;UNI;69,00;25,20
223409;62310-01N27;MASCARA NISSAN URVAN 90 ADELANTE PLATA/GRIS;TW;TYG;UNI;144,00;16,99
223562;SB07022GA;MASCARA SUBARU FORESTER 98/00 MAT-NEG;TW;TYG;UNI;3,00;48,00
223527;TY07330GA;MASCARA TOY  DYNA TRUCK '00  PINTADO/BLANCO;TW;TYG;UNI;8,00;65,50
223519;TY07176GA;MASCARA TOY 4 RUNNER  96/97 CROM-DARK;TW;TYG;UNI;3,00;55,35
223574;53111-2010-C-KO;MASCARA TOY CALDINA (CROMADO);KO;S/M;UNI;125,00;12,80
223497;HLL01-2612-001;MASCARA TOY CHACER JZX100 99;KO;S/M;UNI;94,00;17,00
223517;TY07158GA;MASCARA TOY COROLLA  AE101 92/95 MASCARA OSC.GRIS;TW;TYG;UNI;40,00;5,99
223482;TY07035GB;MASCARA TOY COROLLA 83/84 AUTO TYG;TW;NAK;UNI;64,00;13,14
223455;53101-12620;MASCARA TOY COROLLA 87/89/90 CROMADO/NEGRO;TW;TYG;UNI;101,00;7,30
223459;53101-12780;MASCARA TOY COROLLA 90/91 AE92 CROMADO/GRIS;TW;TYG;UNI;98,00;15,60
223488;53111-13031-KO;MASCARA TOY COROLLA 90/91 CE90 VAGONETA;TW;NAK;UNI;370,00;6,50
223420;TY07134GA;MASCARA TOY COROLLA 92/93 AE100 CROMADO;TW;TYG;UNI;372,00;7,35
223464;53101-1A060-KO;MASCARA TOY COROLLA 92/95 CROMADO KO;TW;NAK;UNI;201,00;9,00
223489;53111-1A330-KO;MASCARA TOY COROLLA 95 AUTO KO;KO;S/M;UNI;76,00;9,00
223515;TY07148GA;MASCARA TOY COROLLA AE101 93/95 CROM/PLATA GRIS;TW;TYG;UNI;65,00;11,19
223486;TY07161GB;MASCARA TOY COROLLA AE110 96/98 CROMO TYG;TW;NAK;UNI;5,00;11,50
223490;53111-2010-KO;MASCARA TOY CORONA ST190 92/96 AUTO KO;KO;S/M;UNI;50,00;8,95
223516;TY07153GB;MASCARA TOY HIACE 94/95 OSCURO GRIS CON AGUJERO DE MARCA;TW;TYG;UNI;4,00;13,25
225890;TY07191GB;MASCARA TOY HIACE 96/98  Crom-Plata;TW;TYG;UNI;5,00;22,20
223460;53111-26130;MASCARA TOY HIACE 99 ADELANTE CROM C/LOGO;TW;NAK;UNI;25,00;9,70
223475;HLL01-2704;MASCARA TOY HIACE RHZ 101/102/103/104 VAN KO;KO;S/M;UNI;61,00;13,80
223513;TY07009GA;MASCARA TOY HILUX 79/81 RN3 PLATA GRIS;TW;TYG;UNI;4,00;11,89
223494;HLL01-4104-B;MASCARA TOY NOAH 96/98 NEGRO GRIS;KO;S/M;UNI;11,00;15,50
223536;TY07199GB;MASCARA TOY PRADO 97/99 CHRM-NEGRA (PERSIANA);TW;TYG;UNI;10,00;32,99
223540;HLL01-4173;MASCARA TOY PROBOX SUCCEED 2005;KO;S/M;UNI;225,00;19,00
223467;TY07250GA-TYG;MASCARA TOY RAV 4 2001/2005 TYG;TW;TYG;UNI;11,00;35,17
223499;53101-13160-KO;MASCARA TOY SPACIO 98/00/01 GREY;KO;S/M;UNI;278,00;16,00
223570;TY07372GB;MASCARA TOY TUNDRA 07 /09 Negra  C/MARCO CROMADO;TW;TYG;UNI;14,00;80,00
223445;69810-22210-R;MECANISMO PUERTA TRASERO TOY EE90;TW;NAK;UNI;19,00;7,00
223446;69810-22220-L;MECANISMO PUERTA TRASERO TOY EE90;TW;NAK;UNI;27,00;7,00
123404;FAN-0002-CH;MOTOR ELECTRICO ASPA VENTILADOR CHICO KO;TW;DENNY;UNI;643,00;8,00
860100;860100;MUÑON DE  ESTABILIZADOR TOYOTA RAV4 TUERCA 19;KO;YOI;UNI;4,00;2,15
860139;HQ-51320-S04-003;MUÑON DE ESTAB HONDA CIVIC / CRV;KO;YOI;UNI;456,00;2,08
860127;48810-OK010-M;MUÑON DE ESTAB TOY HILUX VIGO/RUNNER ( L );KO;YOI;UNI;58,00;2,98
860119;48820-OK030-M;MUÑON DE ESTAB TOY HILUX VIGO/RUNNER ( R );KO;YOI;UNI;28,00;2,98
860120;48820-42030;MUÑON DE ESTAB TOY RAV4 2013;KO;YOI;UNI;730,00;2,82
860140;48820-47010;MUÑON DE ESTAB TOYOTA NOAH MODERNO;KO;YOI;UNI;298,00;2,34
860170;HQ-860170;MUÑON DE ESTAB UNIVERSAL;KO;YOI;UNI;99,00;5,53
860021;HQ-YOI-264;MUÑON DE ESTAB.  NISSAN B12/B13;KO;YOI;UNI;1.156,00;2,32
860018;HQ-YOI-261;MUÑON DE ESTAB.  NISSAN PATHFINDER;KO;YOI;UNI;939,00;2,51
860023;HQ-YOI-283;MUÑON DE ESTAB.  NISSAN TERRANO 1996-1999 L/R;KO;YOI;UNI;196,00;2,47
860017;HQ-YOI-260;MUÑON DE ESTAB.  TOYOTA CAMRY;KO;YOI;UNI;1.416,00;2,36
860015;HQ-YOI-258;MUÑON DE ESTAB.  TOYOTA CAMRY 97/01;KO;YOI;UNI;308,00;2,24
860019;HQ-YOI-262;MUÑON DE ESTAB.  TOYOTA RUNNER;KO;YOI;UNI;776,00;2,34
860016;HQ-YOI-259;MUÑON DE ESTAB. MITSUBISHI MONTERO 92/00;KO;YOI;UNI;224,00;2,47
860088;860088-L;MUÑON DE ESTAB. REGIUS/GRAN VIA/HIACE 98/99 (LH);KO;YOI;UNI;298,00;2,46
860087;860087-R;MUÑON DE ESTAB. REGIUS/GRAN VIA/HIACE 98/99 (RH);KO;YOI;UNI;298,00;2,46
860011;HQ-48810-20020-M-L-Y;MUÑON DE ESTAB. TRAS. L TOY AE92/ST190/NOAH/CARINA;KO;YOI;UNI;7.090,00;2,89
860012;HQ-48820-20040-R-Y;MUÑON DE ESTAB. TRAS. R TOY AE92/AT190/NOAH/CARINA;KO;YOI;UNI;8.652,00;2,89
860010;HQ-48820-33010-Y;MUÑON DE ESTAB. TRAS. TOY AE101/UNIV RECTO PERNO AR;KO;YOI;UNI;5.077,00;2,89
860009;HQ-48830-20010-Y;MUÑON DE ESTAB. TRAS. TOY EE90/EE COROL/UNIVERSAL;KO;YOI;UNI;13.464,00;2,89
860125;40160-1HJ0A;MUÑON DE SUSPENSION NISSAN MARCH 10;KO;YOI;UNI;150,00;2,51
860123;40160-ED00A;MUÑON DE SUSPENSION NISSAN TIIDA SB-4952;KO;YOI;UNI;462,00;2,51
860130;43330-29235;MUÑON DE SUSPENSION TOY LUCIDA/ESTIMA/EMINA ´90-2000;KO;YOI;UNI;348,00;3,50
860251;HQ-860251;MUÑON ESTAB (L) DE TOYOTA TCR20/ESTIMA/LUCIDA/EMINA '1998;KO;YOI;UNI;28,00;3,28
860158;HQ-860158;MUÑON ESTAB (RH) DE TOYOTA REGIUS  RCH41 '1996-1999 CORTO;KO;YOI;UNI;646,00;3,05
860162;HQ-860162;MUÑON ESTAB DE TOYOTA TCR20/ESTIMA/LUCIDA/EMINA '1998;KO;YOI;UNI;28,00;3,28
860155;HQ-860155;MUÑON ESTAB DELANTERO DE KING LONG '2016-2020;KO;YOI;UNI;248,00;3,15
860156;HQ-860156;MUÑON ESTAB DELANTERO DE KING LONG '2016-2020;KO;YOI;UNI;238,00;3,15
860110;HQ-860110;MUÑON ESTABILIZADOR DEL TOY RAV4 96/98;KO;YOI;UNI;1.876,00;2,37
860348;HQ-54830-2W000;MUÑON ESTABILIZADOR HYUNDAI SANTA FE 2013-2018;KO;YOI;UNI;190,00;2,46
860108;48810-28030;MUÑON ESTABILIZADOR LH TOY NOAH 4X4;KO;YOI;UNI;1.208,00;2,37
860109;48820-28040;MUÑON ESTABILIZADOR RH TOY NOAH 4X4;KO;YOI;UNI;1.278,00;2,37
221863;315-1160L-US;NS.XTERA..05-07.HEAD LAMP.UNIT..SAE.;TW;DEPO;UNI;1,00;70,00
221864;315-1160R-US;NS.XTERA..05-07.HEAD LAMP.UNIT..SAE.;TW;DEPO;UNI;1,00;70,00
223651;AM04010BB;PARACHOQUE DEL JEEP GRAND CKEROKEE 99/00 PRIMED;TW;TYG;UNI;2,00;68,00
223662;HLL02-4010;PARACHOQUE DEL NISS WINGROAD 98/99;KO;S/M;UNI;78,00;30,50
223661;DS04221BB;PARACHOQUE DEL NISSAN MURANO 06/08  P/NEGRO;TW;TYG;UNI;2,00;151,56
223653;DS04217BA;PARACHOQUE DEL NISSAN PATHFINDER 05/07 GRIS/OSC/MAT;TW;TYG;UNI;2,00;130,00
223714;TY40056AW;PARACHOQUE DEL ROY Hilux 2WD 89/95 crom.;TW;TYG;UNI;3,00;38,00
223684;52119-26440;PARACHOQUE DEL TOY HIACE 05 HALOGENO  W/O F.L.HOLE DK GRAY;TW;TYG;UNI;9,00;38,50
223659;TY04305BB;PARACHOQUE DEL TOY IST  SO.XA '04-'05 DEPOTIBO COLOR PRIMARIO S/P;TW;TYG;UNI;3,00;39,00
223704;TY40425B;PARACHOQUE DEL TOY PROBOX 02 BLANCO;TW;TYG;UNI;10,00;79,90
223664;HLL01-4176;PARACHOQUE DEL TOY PROBOX SUCCEED 2005;KO;S/M;UNI;122,00;35,00
223656;TY04209BA;PARACHOQUE DEL TOY YARIS 03/06 SEDAN  OSC.GRIS C/AGUJERO DE LUZ NEBLINA;TW;TYG;UNI;13,00;36,90
223669;DS04171BA;PARACHOQUE DEL. NISSAN FRONTIER USA 01/04  XE/SE/SC MAT-NEGRA;TW;TYG;UNI;4,00;59,50
223719;MB04139BAS;PARACHOQUE MITSUBISHI LANCER 88  Del. Mat-Negro;TW;TYG;UNI;8,00;27,00
223628;SZ04044BA-TYG;PARACHOQUE SUZUKI GRAND VITARA/ESCUDO 99/00 TYG USA C/OJO LAT.;TW;TYG;UNI;8,00;63,99
223646;TY04212BB;PARACHOQUE TOY 4 RUNNER 03/05 TYG PINTADO PRI;TW;NAK;UNI;4,00;91,00
223608;TY04048BAS;PARACHOQUE TOY COROLLA AE100 92 NEGRO;TW;TYG;UNI;211,00;17,50
223611;TY04020BCS;PARACHOQUE TOY HIACE 90 MINIBUS;TW;TYG;UNI;2,00;22,75
223626;TY04112BA;PARACHOQUE TOY PRADO 98;TW;NAK;UNI;2,00;75,00
223695;TY04280BAS;PARACHOQUE TOY RAV 4 DEL 06/08 -Neg. S/Flare Base(=Ltd w/o Flare);TW;TYG;UNI;9,00;21,70
223723;TY04360BB;PARACHOQUE TOY RUNNER 010  Del. Pintado Limited/SR5 USA (OTN) ';TW;TYG;UNI;2,00;115,00
223634;TY04123BA;PARACHOQUE TOYOTA HIACE 96/98 C/MOLDURA;TW;TYG;UNI;22,00;37,99
223635;TY04123BCS;PARACHOQUE TOYOTA HIACE 96/98 CON ROMPENIEBLA;TW;TYG;UNI;77,00;27,90
223633;52119-10330;PARACHOQUE TOYOTA STARLET 95/99;TW;NAK;UNI;4,00;48,50
223666;HLL01-4155;PARACHOQUE TRAS TOY PROBOX NCP55 1998;KO;S/M;UNI;69,00;21,50
123635;YOI-227;PERNO ESTABILIZADOR CHICO TOY/ UNIV 152MMX8MM (11PC);KO;YOI;UNI;519,00;1,70
860254;860254;PERNO ESTABILIZADOR LH MINIBUS FOTON VIWE C2/HIACE;KO;YOI;UNI;70,00;3,33
123638;YOI-229;PERNO ESTABILIZADOR MEDIANO TOY UNI 14 PC 164,5MMX8MM);KO;YOI;UNI;519,00;1,70
860255;860255;PERNO ESTABILIZADOR RH MINIBUS FOTON VIWE C2/HIACE;KO;YOI;UNI;70,00;3,33
860025;HQ-YOI-236;PERNO/B  DE ESTAB. NISS PATHFINDER/TERRANO;KO;YOI;UNI;698,00;3,28
860026;HQ-YOI-237;PERNO/B  DE ESTAB. NOAH TERMINA EN U;KO;YOI;UNI;358,00;2,94
860024;HQ-YOI-235;PERNO/B  DE ESTAB. TOY TURING 97/98 LARGO;KO;YOI;UNI;630,00;3,05
323917;TS1818P;PISO 4 PCS PLOMO/GRIS RAYADOS ANCHOS PVC CON;TW;BIG;SET;232,00;9,00
323930;TS1821P;PISO DE PVC CON NBR;KO;BIG;SET;70,00;11,76
323928;TS10014P;PISO DE PVC CON NBR SET 4 PCS;KO;BIG;SET;1,00;9,52
323931;TS3388P;PISO DE PVC CON NBR Y ALFOMBRA;KO;BIG;SET;51,00;14,07
323826;TS7001F;PISO LOGO MOTO+LLAMA FUEGO ROJO  4PC SET 2F 7;TW;BIG;SET;164,00;9,50
860030;RACK-H-Y;PRECAP CREMALLERA HIDRAULICO UNIV/TOY/NISS/MIT;KO;YOI;UNI;176,00;2,86
860168;HQ-D8521JG00A;PRECAP DE CREMALLERA DE NISSAN X-Trail (T31) '2007-2013;KO;YOI;UNI;118,00;3,77
860171;HQ-860171;PRECAP KING LONG CORTO 30cm.;KO;YOI;UNI;118,00;3,54
860029;RACK-L-Y;PRECAP LARGO CREMALLERA;KO;YOI;UNI;11.178,00;2,86
123626;HQ-RACK-L-Y;PRECAP LARGO CREMALLERA YOITOKI;KO;YOI;UNI;1,00;2,82
860131;MR510267;PRECAP MITSUBISHI PAJERO;KO;YOI;UNI;448,00;2,68
860095;HQ-860095;PRECAP MIXTO MITSUBISHI/CALDINA/HIACE;KO;YOI;UNI;858,00;2,95
860092;M16X1,5-M12X1,25;PRECAP MIXTO MITSUBISHI/NISSAN;KO;YOI;UNI;38,00;2,86
860091;M16X1-M12X1,25;PRECAP MIXTO NISSAN MARCH/NOTE/CUBE;KO;YOI;UNI;1.038,00;2,86
860094;HQ-860094;PRECAP MIXTO NISSAN/CALDINA/HIACE;KO;YOI;UNI;808,00;2,91
860104;HQ-48521-EA000;PRECAP NISSAN TERRANO/FORD TUERCA 22;KO;YOI;UNI;238,00;2,68
860121;45503-09321;PRECAP TOY HILUX VIGO;KO;YOI;UNI;478,00;2,68
860035;18x14x1,5;PRECAP TOY PROBOX IPSUM;KO;YOI;UNI;488,00;2,95
860034;HQ-YOI-189;PRECAP TOY RAV4 / PRADO / CALDINA;KO;YOI;UNI;625,00;2,86
860032;HQ-YOI-187;PRECAP TOY STARLET NISSAN ROSCA FINA LADO;KO;YOI;UNI;608,00;2,82
860249;HQ-860249;PRECAP TOYOTA COROLLA   2015-2018;KO;YOI;UNI;688,00;3,12
860105;45503-39075;PRECAP TOYOTA RUNNER HILO NORMAL 18;KO;YOI;UNI;118,00;3,16
224021;212-1316L-A;REFLECTOR DE MALETERO TOY. LAND CRUISER FJ100 HZJ105 98;TW;DEPO;UNI;4,00;22,00
224022;212-1316R-A;REFLECTOR DE MALETERO TOY. LAND CRUISER FJ100 HZJ105 98;TW;DEPO;UNI;4,00;22,00
224016;215-1318-L-A;REFLECTOR MALETERO NISSAN 00/01 SUNNY ALMERA;TW;DEPO;UNI;20,00;15,20
224017;215-1318-R-A;REFLECTOR MALETERO NISSAN 00/01 SUNNY ALMERA;TW;DEPO;UNI;23,00;15,20
224014;212-1305-L-AE;REFLECTOR MALETERO TOY COROLLA AE98;TW;DEPO;UNI;10,00;15,85
224015;212-1305R-AE;REFLECTOR MALETERO TOY COROLLA AE98;TW;DEPO;UNI;9,00;15,85
114258;IVR-510J;REGULADOR DE ALTERNADOR TOY 2E/5A/3Y;JAP;NW;UNI;2,00;14,10
860151;HQ-860151;REGULADOR DE TERMINAL DE TOYOTA COASTER/JUMBO '1983-2005;KO;YOI;UNI;154,00;4,72
124081;CP5180;RELAY VOLTAJE 6 SALIDAS 24V COASTER/DYNA;TW;S/M;UNI;477,00;1,50
124195;RESD-04-TOY;RESORTE TRACERO TOY COROLLA ALARGADO CONICO;TW;NAK;UNI;1,00;7,50
124214;68149/10;RODAMIENTO CANASTILLO KOYO;KO;GPC;UNI;794,00;2,30
124215;LM67048/10;RODAMIENTO CONICO 31x75x59 RDA.DEL.NIS.C22/C3/VANETTE/LAURE;KO;GPC;UNI;64,00;2,10
134047;90369-38011-KO;RODAMIENTO MACERO 3872;KO;S/M;UNI;1.600,00;5,80
124217;90369-38011;RODAMIENTO MACERO TOY COROLLA 90  3872;KO;GPC;UNI;1.211,00;5,40
124218;LM-11749/10;RODAMIENTO PALIER KE Y ALGUN CORONA;KO;GPC;UNI;258,00;1,19
124220;90369-35029;RODAMIENTO RDA.DEL.TOY.STARLET/NIS.MA;KO;GPC;UNI;379,00;5,52
124221;LM11949/10;RODAMIENTO RDA.TRAS.EXT.TOY/NIS/MAZ.626;KO;GPC;UNI;198,00;1,55
124222;6206-2RS;RODAMIENTO RUEDA DEL.SUZ.LJ80 PIN 5a  DAEWO RAC;KO;GPC;UNI;1.684,00;1,30
124224;90369-38018;RODAMIENTO RUEDA TRACERA TOY AE111/114/96 COR/CAL/;KO;GPC;UNI;656,00;7,10
124225;LM12749/10;RODAMIENTO RUEDA TRAS KE TRACC/DELN/;KO;GPC;UNI;1.383,00;1,44
124226;L45449/10;RODAMIENTO RUEDA TRAS TOY CORONA KE/1C/;KO;GPC;UNI;1.384,00;1,75
124212;6202-2RS;RODAMIENTO UNIV;KO;GPC;UNI;1.582,00;0,55
860164;HQ-SB-4592;ROTULA DE SUSPENSION DE NISSAN X-Trail (T30) '2001-2013;KO;YOI;UNI;298,00;3,30
860169;HQ-43330-09295;ROTULA DELANTERA DE TOYOTA HILUX ( PICK -UP 2WD- 4WD ) '2005-2016;KO;YOI;UNI;118,00;3,90
860041;HQ-40160-01N25-Y;ROTULA MUÑON SUSP. NISSAN URVAN E24 INFERIOR;KO;YOI;UNI;268,00;4,10
860154;HQ-43350-29095;ROTULA SUPERIOR DE KING LONG '2016-2020;KO;YOI;UNI;69,00;8,91
860061;HQ-YOI-279;ROTULA/MUÑON  SUSPENSION  INFERIOR NISSAN VANETTE,BONGO 2000-2006 L/R;KO;YOI;UNI;762,00;4,88
860062;HQ-YOI-280;ROTULA/MUÑON  SUSPENSION  SUPERIOR NISSAN VANETTE,BONGO 2000-2006 L/R;KO;YOI;UNI;502,00;3,56
860049;HQ-YOI-183-L;ROTULA/MUÑON  TOY STARLET CARAT / GLANZA 95/98 L;KO;YOI;UNI;468,00;4,04
860050;HQ-YOI-184-R;ROTULA/MUÑON  TOY STARLET CARAT GLANZA 95/98 R;KO;YOI;UNI;488,00;4,04
860054;HQ-YOI-232;ROTULA/MUÑON CHICO L TOY COASTER CAJA;KO;YOI;UNI;416,00;1,91
860053;HQ-YOI-231;ROTULA/MUÑON CHICO R TOY COASTER CAJA;KO;YOI;UNI;296,00;1,91
860046;HQ-43330-29225-Y;ROTULA/MUÑON SUPERIOR TOY RAV4 /CELICA 89/ST180/89 R/L /SXA10 89;KO;YOI;UNI;98,00;4,67
860044;HQ-45350-29098-Y;ROTULA/MUÑON SUSPENSION DER/IZQ TOY HIACE 88/91 L/R;KO;YOI;UNI;78,00;7,30
860058;HQ-YOI-277;ROTULA/MUÑON SUSPENSION NISSAN NOTE 2002-2006 L/R;KO;YOI;UNI;2,00;2,55
860039;43330-19095-Y;ROTULA/MUÑON SUSPENSION TOY AE100 92;KO;YOI;UNI;3.030,00;3,78
860038;43308-12030-Y;ROTULA/MUÑON SUSPENSION TOY COR KE70 78/87;KO;YOI;UNI;658,00;3,15
850028;HQ SHG0768009;SEGURO METALICO P/CAPUCHON JUNTA GRANDE;KO;YOI;UNI;4.952,00;0,25
850029;HQ SHG0735009;SEGURO METALICO P/CAPUCHON JUNTA PEQUEÑO;KO;YOI;UNI;5.080,00;0,14
234442;TCABLES-S;SEGURO PLASTICO P/CAPUCHONES CORTO;KO;S/M;UNI;4.197,00;0,06
124459;SINFIN-5;SINFIN CREMALLERA 5 ESTRIAS COROLLA;TW;S/M;UNI;79,00;3,60
124472;SINFIN-Y;SINFIN CREMALLERA ESTRIAS COROLLA C;KO;S/M;UNI;736,00;2,80
124498;YOI-276-L;SOPORTE AMORTIGUADOR TRACERO TOY COROLLA 90/92 L;KO;YOI;UNI;404,00;4,75
124499;YOI-276-R;SOPORTE AMORTIGUADOR TRACERO TOY COROLLA 90/92 R;KO;YOI;UNI;394,00;4,75
124478;YOI-146;SOPORTE CAJA TOY 5S/3S/4S90 AE100 3 PERNOS MO;KO;YOI;UNI;488,00;5,80
124495;YOI-214;SOPORTE DE CAJA AUTOMATICA5A/4E;KO;YOI;UNI;1.045,00;7,00
124488;YOI-208;SOPORTE DE CAJA COASTER;KO;YOI;UNI;259,00;3,00
124491;YOI-211;SOPORTE DE MOTOR COASTER;KO;YOI;UNI;200,00;7,00
124492;YOI-220;SOPORTE DE MOTOR NISSAN Z20;KO;YOI;UNI;673,00;3,60
124475;12361-16040-R-Y;SOPORTE MOTOR TOY 1C SE/CE AE90/92 S/PERNO B/;KO;YOI;UNI;1.684,00;5,30
124467;12371-64120-R;SOPORTE MOTOR TOY 1C/AE /CE CON PERNO REDONDO;TW;NAK;UNI;1,00;6,90
124474;YOI-142;SOPORTE MOTOR TOY 1C/AE/CE 88/92 CON PERNO YO;KO;YOI;UNI;337,00;4,70
124477;YOI-145;SOPORTE MOTOR TOY COROLLA AE100 2E/5A/S-PERNO;KO;YOI;UNI;554,00;5,00
124486;YOI-191;SOPORTE TOY IPSUM 3S  3 PERNOS LARGO;KO;YOI;UNI;927,00;8,90
224762;221-1905L-UE;STOP HYUNDAI ACCENT 98/99;TW;DEPO;UNI;4,00;13,00
224763;221-1905R-UE;STOP HYUNDAI ACCENT 98/99;TW;DEPO;UNI;3,00;13,00
228241;221-1934-L-UE;STOP HYUNDAI ACCENT.06. 4D CRISTAL LIGHT;TW;DEPO;UNI;3,00;29,00
228242;221-1934-R-UE;STOP HYUNDAI ACCENT.06. 4D CRISTAL LIGHT;TW;DEPO;UNI;2,00;29,00
224027;221-1302R-U;STOP HYUNDAI H-1/STAREX 2005;TW;DEPO;PCS;8,00;15,00
224028;221-1302L-U;STOP HYUNDAI H-1/STAREX 2005;TW;DEPO;PCS;9,00;15,00
228111;216-1969R-AE;STOP MAZDA BONGO 99 E SERIES VAN;TW;DEPO;UNI;24,00;15,99
224568;216-1911L-A;STOP MAZDA BONGO MINIBUS 86 E1800;TW;DEPO;UNI;8,00;8,25
228273;216-1985L-AE;STOP MAZDA BT-50 - 2009-2011.;TW;DEPO;UNI;6,00;27,00
228274;216-1985R-AE;STOP MAZDA BT-50 - 2009-2011.;TW;DEPO;UNI;6,00;27,00
228305;216-1974L-UE;STOP MAZDA DEMIO 2007-2010;TW;DEPO;UNI;11,00;43,00
228306;216-1974R-UE;STOP MAZDA DEMIO 2007-2010;TW;DEPO;UNI;11,00;43,00
224723;331-1951-L-US;STOP MERCURY SPORTS 97 MOUNTAINEER USA;TW;DEPO;UNI;3,00;23,00
224724;331-1951-R-US;STOP MERCURY SPORTS 97 MOUNTAINEER USA;TW;DEPO;UNI;3,00;23,00
228221;214-19A9L-AE;STOP MIT.LANCER 2008/2009 ROJO/NARANJA;TW;DEPO;UNI;9,00;46,50
228222;214-19A9R-AE;STOP MIT.LANCER 2008/2009 ROJO/NARANJA;TW;DEPO;UNI;9,00;46,50
224776;214-1977L-A;STOP MITSUBISHI MINI PAJERO 2002;TW;DEPO;UNI;22,00;31,00
224777;214-1977R-A;STOP MITSUBISHI MINI PAJERO 2002;TW;DEPO;UNI;23,00;31,00
224618;214-1938L-2A;STOP MITSUBISHI PAJERO/MONTERO 95 BORDE NEGRO;TW;DEPO;UNI;21,00;15,00
224619;214-1938R-2A;STOP MITSUBISHI PAJERO/MONTERO 95 BORDE NEGRO;TW;DEPO;UNI;15,00;15,00
228235;214-19A1L-U;STOP MITSUBISHI SPORT/PAJERO 06/NATIVA 00-04;TW;DEPO;UNI;7,00;35,00
228236;214-19A1R-U;STOP MITSUBISHI SPORT/PAJERO 06/NATIVA 00-04;TW;DEPO;UNI;7,00;35,00
228388;215-19L6L-UE;STOP NISS. MARCH / MICRA 2010-11;TW;DEPO;PCS;3,00;25,00
228389;215-19L6R-UE;STOP NISS. MARCH / MICRA 2010-11;TW;DEPO;PCS;3,00;25,00
228400;115-1934L-LD-UE;STOP NISS. N-V200  2010.;TW;DEPO;PCS;10,00;47,00
228513;115-1936L-U;STOP NISS. SUNNY 2012-14.;TW;DEPO;PCS;23,00;47,00
228514;115-1936R-U;STOP NISS. SUNNY 2012-14.;TW;DEPO;PCS;23,00;47,00
228390;215-19M4L-A;STOP NISS. URVAN / CARAVAN 2013;TW;DEPO;UNI;6,00;33,50
228391;215-19M4R-A;STOP NISS. URVAN / CARAVAN 2013;TW;DEPO;UNI;6,00;33,50
228426;315-1983L-AS;STOP NISS. VERSA. 2014-15 /NOTE 2013;TW;DEPO;PCS;1,00;51,00
228427;315-1983R-AS;STOP NISS. VERSA. 2014-15 /NOTE 2013;TW;DEPO;PCS;1,00;51,00
228313;315-1956L-AS;STOP NISS. XTERRA  2005-2010 ROJO-BLANCO;TW;DEPO;UNI;7,00;53,00
228314;315-1956R-AS;STOP NISS. XTERRA  2005-2010 ROJO-BLANCO;TW;DEPO;UNI;7,00;53,00
228515;115-1937L-U;STOP NISS.TIDA 2014./ PULSAR 2014;TW;DEPO;PCS;4,00;52,00
